-2,7.0667e-05,7.4367e-05,5.15e-05,9.1533e-05,5.4067e-05,7.947e-05,9.9667e-05,6.0333e-05,8.6667e-05,5.7833e-05,8.2967e-05,8.9647e-05,5.47e-05,8.01e-05,8.7667e-05,6.7333e-05,0.00010667,6.6e-05,9.3e-05,9.3e-05,6.4233e-05,7.66e-05,8.2333e-05,8.2e-05,7.3767e-05,8.9e-05,9.1567e-05,9.0933e-05,8.17e-05,6.9633e-05,7.12e-05,0.000156,5.15e-05,8.4667e-05,5.0867e-05,5.85e-05,0.000101,5.9133e-05,0.00011167,6.93e-05,7.693e-05,8.6667e-05,5.6567e-05,8.87e-05,6.4333e-05,7.2467e-05,0.00011953,6.1667e-05,9.3333e-05,0.000119,8.01e-05,9.73e-05,8.9333e-05,8.4567e-05,6.6667e-05,8.7667e-05,0.0001119,0.00010567,8.6133e-05,7.2e-05
-1,0.00023967,0.00031217,0.0001742,0.00032107,0.00014943,0.00024097,0.00025433,0.000237,0.00035733,0.00020733,0.00027593,0.00028547,0.00018343,0.00022887,0.00035433,0.00027333,0.00040667,0.00019773,0.00038233,0.00034167,0.0002359,0.00035063,0.000409,0.00028103,0.00026607,0.0002168,0.0002845,0.00040373,0.00024097,0.00022827,0.0002041,0.00037433,0.00015513,0.000368,0.0001259,0.00029133,0.00029367,0.00021807,0.00041767,0.00021267,0.00036083,0.000223,0.0001529,0.00028293,0.000255,0.0002343,0.0004619,0.00017293,0.00037067,0.00039667,0.00028293,0.00042057,0.00043667,0.000353,0.00027267,0.0002562,0.00040247,0.0004285,0.00036467,0.00027243
0,0.00064267,0.0009438,0.00044823,0.00095113,0.0003894,0.00062337,0.00081267,0.00065167,0.0010833,0.00054167,0.0009044,0.00095367,0.00046603,0.0006167,0.000979,0.00077967,0.0011093,0.0005506,0.001219,0.0011913,0.0006183,0.0011094,0.0013057,0.00077567,0.00072417,0.00071526,0.00093207,0.0013011,0.00079853,0.0005932,0.00050607,0.001985,0.00037037,0.0012237,0.0003176,0.00080467,0.00091633,0.0005741,0.001634,0.00056583,0.0010576,0.00063,0.00038593,0.0008062,0.00062233,0.00072767,0.0014439,0.00042437,0.0011803,0.0012573,0.0007817,0.0012118,0.0018833,0.0011373,0.00080867,0.0010363,0.0014257,0.0017141,0.0012727,0.0008138
1,0.0014134,0.0025355,0.00095745,0.0023099,0.00084676,0.0013806,0.0020158,0.0014432,0.0025071,0.0011603,0.0021073,0.0024846,0.0010194,0.0017636,0.0022518,0.0019571,0.0033911,0.0012252,0.0029342,0.0043024,0.0016872,0.0038262,0.0031637,0.0018932,0.0015982,0.001872,0.0022396,0.0031521,0.0021468,0.0013392,0.0010854,0.0076437,0.00077903,0.0034955,0.00069142,0.0023534,0.0021879,0.0012545,0.0063097,0.0012393,0.0026748,0.0016387,0.00085416,0.0021058,0.0013461,0.0017196,0.0035708,0.00090474,0.0046153,0.0035526,0.0018535,0.0032566,0.0065382,0.0029263,0.0019029,0.0028275,0.0047,0.0063962,0.0037076,0.0022201
2,0.0018579,0.0033333,0.0012036,0.0031478,0.0010831,0.0018343,0.0029559,0.0019,0.0033638,0.0014728,0.0028646,0.0038824,0.0013009,0.002202,0.0030197,0.0026117,0.0048144,0.0016436,0.0041145,0.0060148,0.0021849,0.0050239,0.0042462,0.0025756,0.0021691,0.0025264,0.0031063,0.0042724,0.0028891,0.0018561,0.0013371,0.01268,0.00095579,0.0049762,0.00086669,0.0031724,0.0030917,0.0016311,0.0086552,0.0016245,0.003939,0.0024183,0.0011497,0.0030335,0.0016997,0.0024151,0.0048664,0.0011176,0.0063014,0.0049369,0.002542,0.0045125,0.0099293,0.0041779,0.0025928,0.004121,0.0066586,0.0089165,0.0053703,0.0030866
3,0.0020355,0.0037581,0.0012194,0.0034398,0.0011378,0.0019652,0.0034069,0.0020338,0.0035548,0.0015128,0.0030577,0.0044635,0.0013396,0.0023178,0.0032466,0.0028,0.0050525,0.0018034,0.0045345,0.0066183,0.0022868,0.0052695,0.00447,0.002813,0.0024,0.0028051,0.0033813,0.0045796,0.0031134,0.0020645,0.0014032,0.015198,0.00096286,0.0055766,0.00088921,0.0034431,0.0034255,0.0017179,0.0094272,0.0017469,0.0043172,0.00266,0.0012626,0.0034934,0.0018255,0.0027078,0.0052419,0.0011233,0.0069097,0.0056414,0.0028301,0.005038,0.01116,0.0046703,0.0028597,0.0046944,0.0074431,0.0098182,0.0059817,0.0033873
4,0.0021466,0.0041005,0.0011766,0.0036256,0.001197,0.0020516,0.003791,0.0021179,0.0036352,0.0014955,0.0031008,0.0048253,0.0013246,0.0024897,0.0033734,0.0028993,0.005163,0.0019323,0.0047503,0.0068686,0.0024835,0.0053268,0.0045731,0.0029633,0.0025657,0.0030636,0.0035694,0.0048095,0.0033471,0.00225,0.0014599,0.017514,0.00093724,0.0057817,0.00090234,0.0036048,0.0036272,0.0017489,0.0097359,0.001835,0.004502,0.0029676,0.0013532,0.0038173,0.0019021,0.0029504,0.0054484,0.0011612,0.00731,0.0061093,0.003032,0.0054313,0.011708,0.0050162,0.003061,0.0051354,0.0078938,0.010348,0.0063066,0.0035927
5,0.0021955,0.0043343,0.0010852,0.003686,0.0012437,0.0021569,0.0041869,0.0021566,0.0040066,0.001515,0.0030357,0.0050794,0.0013957,0.0027256,0.0033655,0.0029179,0.0052367,0.0020409,0.0049431,0.0070303,0.0026529,0.0053057,0.0045583,0.0030294,0.0026274,0.0034447,0.0036884,0.0050288,0.0035115,0.0024087,0.0014736,0.019359,0.00091221,0.0058917,0.00093,0.0037224,0.0037469,0.0017653,0.0098114,0.0019016,0.0045954,0.0030228,0.0014338,0.0040798,0.0019286,0.0031366,0.0055175,0.001178,0.0077541,0.0063597,0.003155,0.0057286,0.011843,0.0052472,0.0031855,0.0054557,0.0081062,0.010616,0.0064448,0.0037336
6,0.0021731,0.0044698,0.0010583,0.0037134,0.0012457,0.002275,0.0045003,0.0021569,0.0042517,0.0015548,0.0028755,0.0051854,0.0014443,0.0029329,0.0033038,0.002831,0.0051794,0.0022171,0.0049769,0.0070545,0.00274,0.0052689,0.0046762,0.0029991,0.0025812,0.0037039,0.003716,0.005163,0.0035832,0.0025825,0.0015468,0.020829,0.00088872,0.0058859,0.000929,0.0037734,0.0037648,0.0018002,0.0097372,0.0020415,0.0046237,0.0029434,0.0015246,0.0042626,0.0020252,0.0032405,0.0053899,0.0011602,0.0084845,0.0064362,0.003182,0.0059016,0.011636,0.0053321,0.0033472,0.0057161,0.0081727,0.010573,0.0064193,0.0038101
7,0.0022907,0.0045362,0.0010428,0.0036437,0.0012154,0.0023408,0.0046783,0.002131,0.0043703,0.0016362,0.002834,0.0052965,0.0014621,0.0030924,0.0032283,0.0026493,0.004969,0.0023987,0.0049434,0.0069555,0.0027438,0.0052077,0.0047741,0.0028775,0.0024529,0.0038522,0.0036628,0.0052847,0.003576,0.0027237,0.0016199,0.021782,0.000868,0.0058852,0.00090383,0.0037652,0.0037048,0.0018317,0.0095538,0.0021441,0.0046132,0.0028624,0.0016167,0.0043876,0.0020652,0.0032902,0.0051591,0.0011212,0.0089179,0.0064269,0.0031254,0.0059365,0.011635,0.0052638,0.003451,0.0059115,0.0083609,0.010386,0.0063048,0.0038287
8,0.0023638,0.0045674,0.0010338,0.0034602,0.0011776,0.0023651,0.004779,0.0021859,0.0044697,0.0017497,0.002817,0.0053767,0.001466,0.0031917,0.0032128,0.0023969,0.0048016,0.0026016,0.0048731,0.0066717,0.0026795,0.0051018,0.0048417,0.0026959,0.002437,0.0040383,0.0035477,0.0053761,0.0035042,0.0028551,0.0016509,0.022578,0.00081817,0.0058903,0.00087476,0.0036931,0.0035831,0.0018304,0.0093486,0.0022035,0.0045743,0.0027741,0.0016818,0.0045132,0.002031,0.003304,0.0052544,0.0010597,0.009339,0.0064359,0.0032156,0.005838,0.011731,0.005079,0.0034745,0.0060634,0.0084437,0.010103,0.0062007,0.0038302
9,0.0023731,0.004576,0.001017,0.0035431,0.001153,0.0024251,0.0048228,0.0023034,0.0045372,0.0018462,0.002742,0.005396,0.0014739,0.0032333,0.0031793,0.0023876,0.0046658,0.0028018,0.0048776,0.006309,0.0025651,0.0049668,0.0048738,0.0024697,0.0025585,0.0042192,0.0033846,0.00541,0.0033892,0.0029912,0.0016311,0.023256,0.00076276,0.0058134,0.00083859,0.0036438,0.0034169,0.0018015,0.0093341,0.0022716,0.0044895,0.00269,0.0017219,0.0046656,0.0019331,0.0032883,0.0055898,0.0010076,0.0097814,0.0063834,0.0033188,0.0056122,0.011752,0.0048976,0.0034241,0.0062418,0.0084772,0.0096594,0.0060983,0.0038239
10,0.0023441,0.0045534,0.00097607,0.0036498,0.0012042,0.0024847,0.0048283,0.0024269,0.0046059,0.0019572,0.0026231,0.0053629,0.0016684,0.0032339,0.00315,0.002459,0.004673,0.0029541,0.0048907,0.0059334,0.0025571,0.0048749,0.0049414,0.0024197,0.0026435,0.004377,0.0032116,0.0053847,0.0033214,0.0031129,0.0016028,0.023876,0.00075176,0.0056852,0.00081438,0.0036476,0.0034734,0.0017587,0.009369,0.0023307,0.0043882,0.0027386,0.0017397,0.0047933,0.0019903,0.0032533,0.0059878,0.0011148,0.01003,0.0062655,0.0033688,0.0053031,0.011736,0.0046321,0.0033379,0.0064133,0.0085366,0.0093302,0.005959,0.0038594
11,0.0022738,0.0049821,0.00090828,0.0038976,0.001274,0.0025335,0.0047824,0.0025855,0.0047348,0.0020928,0.0027716,0.0052959,0.0018751,0.0031761,0.0031103,0.0025224,0.0047756,0.0031021,0.0049593,0.0056893,0.0027052,0.0048913,0.0050628,0.0025624,0.002713,0.0045375,0.0034388,0.0053021,0.0034449,0.0033372,0.0016462,0.024364,0.00079976,0.0054924,0.00078466,0.0036445,0.0035966,0.0017028,0.0097528,0.0023697,0.0044553,0.0027748,0.0017403,0.0049289,0.0020283,0.0032763,0.006389,0.0012345,0.010299,0.0065559,0.0033846,0.0047705,0.011704,0.0041959,0.0032628,0.0066053,0.0085596,0.0094172,0.0058631,0.0040479
12,0.0021976,0.0056369,0.00094052,0.0042422,0.0013228,0.0025637,0.0047,0.0027676,0.0049052,0.0021738,0.0029064,0.0051926,0.0020599,0.0030679,0.0030979,0.0025869,0.0048848,0.0032344,0.0051766,0.0061521,0.0028,0.0048729,0.0051986,0.0028359,0.002741,0.0046875,0.0040701,0.0053919,0.0036812,0.0035728,0.00186,0.02482,0.00083986,0.0053793,0.00083017,0.0036476,0.0036797,0.0016454,0.010324,0.0023934,0.0048374,0.0027952,0.0018325,0.0050387,0.0020324,0.0033405,0.0068684,0.0013266,0.010563,0.0069903,0.0033832,0.0039576,0.011676,0.0036828,0.0035879,0.0068015,0.0085706,0.0094532,0.0056976,0.0042669
13,0.0022897,0.0062061,0.00096338,0.0045152,0.0014017,0.0027268,0.0047486,0.0028841,0.0050207,0.0021831,0.0030011,0.0050619,0.002175,0.0029344,0.0031945,0.0027752,0.0049489,0.0033193,0.0053055,0.0065762,0.0028841,0.0048166,0.0053286,0.0030452,0.0027108,0.0048282,0.0048138,0.0056816,0.003891,0.0037843,0.0020021,0.025082,0.00092655,0.0057307,0.00087821,0.0037193,0.0036817,0.0015984,0.011341,0.002449,0.0050982,0.0027952,0.0019152,0.0050612,0.0020945,0.0034174,0.0074328,0.0013536,0.010751,0.0072576,0.0034161,0.0037979,0.011627,0.0030403,0.0039062,0.0069519,0.0086048,0.009629,0.0055424,0.0045112
14,0.0023621,0.0064991,0.00098362,0.0046875,0.0014772,0.0028914,0.0050307,0.0029228,0.0050886,0.0021448,0.0030616,0.0049302,0.0022323,0.002909,0.00337,0.0029762,0.0050876,0.0033571,0.0053631,0.006921,0.0031356,0.0047329,0.0055524,0.003205,0.0027887,0.0049711,0.0053649,0.0057302,0.0040753,0.0039706,0.0020856,0.025328,0.00098869,0.0061007,0.00091752,0.0037852,0.0036693,0.0015331,0.012258,0.0025067,0.005308,0.0028759,0.0019843,0.0051239,0.0022714,0.0034998,0.0082858,0.0013128,0.010861,0.0073631,0.0034405,0.0040837,0.011519,0.002641,0.0042179,0.0070421,0.0087797,0.010403,0.0060834,0.0047986
15,0.0024359,0.0066363,0.001003,0.0047888,0.0015311,0.0030342,0.0052572,0.0028924,0.0051445,0.0021042,0.0031021,0.0048877,0.0022414,0.0031491,0.0036238,0.0031714,0.0060538,0.0033333,0.005731,0.0072914,0.0034023,0.0046937,0.0057317,0.0036069,0.0028774,0.0050854,0.0057084,0.0059286,0.0042212,0.0041218,0.0021073,0.025376,0.001005,0.0065824,0.00095431,0.0038638,0.004009,0.0015543,0.013127,0.002556,0.0054813,0.0030879,0.0020384,0.0052005,0.0024303,0.003595,0.0089744,0.0013148,0.010969,0.0073586,0.0034076,0.0043777,0.011414,0.0031434,0.0045038,0.0070842,0.0091487,0.011244,0.0068341,0.0051928
16,0.0026776,0.0068027,0.0011339,0.0048342,0.0015548,0.0031506,0.0054893,0.0027914,0.0057855,0.0020826,0.0033181,0.0050811,0.0021948,0.0033471,0.0042559,0.0033479,0.0067183,0.0032611,0.0061352,0.0074834,0.0037384,0.0050722,0.0058945,0.0039627,0.0029965,0.0051656,0.0059902,0.0064323,0.0043101,0.0042417,0.0020737,0.025297,0.00099048,0.0070628,0.00097621,0.0039852,0.0042534,0.0016443,0.013943,0.0025983,0.0057628,0.0032921,0.0020749,0.0052991,0.0025762,0.0037062,0.0095269,0.0012977,0.011106,0.0073176,0.0034137,0.0046243,0.011289,0.0036455,0.0047593,0.0070934,0.009517,0.011782,0.0076603,0.0056589
17,0.0028855,0.0069599,0.0012595,0.0048457,0.0015453,0.00325,0.0056817,0.0027062,0.0060945,0.0021414,0.0034737,0.0053478,0.0021168,0.0034753,0.0049328,0.0034891,0.0072548,0.0031629,0.0064114,0.0075066,0.0040625,0.0058697,0.0060497,0.0042994,0.0031399,0.0052156,0.006216,0.0067155,0.0043527,0.0043252,0.0020027,0.025187,0.00095255,0.0074655,0.00098079,0.0041693,0.0044121,0.0017886,0.014446,0.0026305,0.0061621,0.0034917,0.0020982,0.0052794,0.0027066,0.0038266,0.010082,0.0012122,0.011168,0.0074431,0.0035919,0.0061186,0.012368,0.0048562,0.0049728,0.0070955,0.0098524,0.01231,0.0079997,0.0060167
