-2,3.7296e-05,1.6822e-05,1.8753e-05,1.3876e-05,2.581e-05,2.6503e-05,3.2019e-05,2.4448e-05,2.2359e-05,2.5871e-05,1.9149e-05,2.814e-05,1.9275e-05,2.3175e-05,2.1314e-05,2.5204e-05,3.9752e-05,1.111e-05,1.4115e-05,2.1392e-05,2.1667e-05,1.8542e-05
-1,4.6345e-05,1.5069e-05,1.8174e-05,1.7047e-05,2.9908e-05,2.7003e-05,2.6487e-05,2.2299e-05,2.1673e-05,2.4331e-05,2.2614e-05,3.069e-05,1.7029e-05,2.2475e-05,2.0695e-05,3.212e-05,3.4409e-05,1.8248e-05,1.7548e-05,2.13e-05,2.1063e-05,2.1866e-05
0,3.7572e-05,3.3812e-05,3.7547e-05,3.9204e-05,4.0186e-05,4.235e-05,4.1132e-05,3.7716e-05,4.632e-05,4.6275e-05,3.3234e-05,5.0176e-05,3.6157e-05,4.9649e-05,4.0825e-05,3.9229e-05,4.9324e-05,3.2682e-05,3.4296e-05,4.3471e-05,4.5008e-05,3.6771e-05
1,8.3283e-05,6.1704e-05,6.5827e-05,6.3126e-05,7.4043e-05,8.2036e-05,9.8684e-05,7.0928e-05,0.00010044,9.4554e-05,7.3053e-05,9.1381e-05,6.9142e-05,0.00010325,0.00010567,7.8967e-05,0.00012124,4.166e-05,5.0055e-05,8.456e-05,9.26e-05,7.3031e-05
2,0.00012339,0.00010391,0.00010995,9.69e-05,0.00011401,0.0001313,0.00014103,0.00010751,0.00014504,0.0001259,0.00011565,0.00012266,0.0001126,0.00013762,0.00014469,0.00012453,0.00016339,8.2665e-05,8.9187e-05,0.00012204,0.00013387,0.00011342
3,0.00013472,0.00011575,0.00012348,0.00010722,0.00012817,0.00014599,0.000153,0.00011951,0.00015535,0.00013995,0.00012717,0.00013654,0.0001249,0.00014758,0.00015087,0.00014007,0.00018194,9.3624e-05,0.0001003,0.0001329,0.00013909,0.00012685
4,0.00014215,0.00012516,0.00013026,0.00011356,0.00013922,0.00015482,0.00015627,0.00013149,0.00016061,0.00014734,0.00013202,0.00014284,0.00012967,0.00014939,0.0001507,0.00015172,0.00019108,0.00010212,0.00010641,0.00013983,0.00013797,0.00013354
5,0.00014826,0.00012849,0.00013221,0.00011641,0.00014794,0.00015716,0.00015518,0.00013678,0.00016411,0.00014952,0.00013245,0.00014436,0.00013273,0.0001464,0.00014617,0.00015897,0.00019498,0.00010783,0.00011018,0.00014732,0.00013438,0.00013746
6,0.00015462,0.00012768,0.00012994,0.00011642,0.00015294,0.00015547,0.00014996,0.00013513,0.00016203,0.00014714,0.00012959,0.00014583,0.00013735,0.00014184,0.00013772,0.00015966,0.00019631,0.00011239,0.00011596,0.00015054,0.00013427,0.00013939
7,0.00016019,0.00012742,0.00012705,0.00011502,0.0001547,0.00016051,0.00014931,0.00013482,0.00015827,0.0001416,0.00012853,0.00014716,0.00014086,0.00013795,0.00013015,0.00015616,0.00020064,0.00011582,0.00011784,0.00015048,0.00013362,0.00014018
