-2,0.0001793,0.00017673,0.00016087,0.0001707,0.00016212,0.00011063,0.0001418,0.00010967,0.00011412,0.0001742,0.00014687,0.00015893,0.00019043,0.00016149,0.00014273,0.00018628,0.00012017,0.0001265,0.0001246,0.00013003,0.00016497,0.0001335
-1,0.00033157,0.00039291,0.00047239,0.00052389,0.00042724,0.00040436,0.00042725,0.00044696,0.00051975,0.00038211,0.0004088,0.00038147,0.00036303,0.00040087,0.00052802,0.00052611,0.000398,0.00034968,0.00031281,0.0004514,0.00039609,0.00043106
0,0.0021362,0.0021744,0.0020571,0.0027421,0.0011673,0.0016524,0.0022062,0.0017866,0.0017153,0.0019391,0.0017707,0.0014642,0.0018762,0.0019201,0.0022783,0.0017115,0.0018937,0.0015821,0.0010497,0.0015443,0.0017401,0.001744
1,0.0095302,0.0085703,0.0090529,0.0099232,0.0028389,0.0051629,0.0078324,0.0063733,0.0057271,0.0089219,0.0051042,0.0054186,0.0086318,0.0068988,0.0070482,0.0047844,0.0076389,0.0070863,0.0027461,0.0042667,0.0057025,0.0051669
2,0.013263,0.013135,0.013792,0.014186,0.0038476,0.0076064,0.01084,0.0092367,0.007313,0.013692,0.0072034,0.0071769,0.012349,0.010412,0.010269,0.0064251,0.0098998,0.010266,0.0037548,0.0057472,0.0092533,0.0074373
3,0.01415,0.015252,0.016368,0.016148,0.004171,0.0083726,0.011757,0.010355,0.0077588,0.016939,0.0080617,0.0079449,0.013987,0.012011,0.011507,0.0069403,0.010474,0.011558,0.004329,0.0061964,0.010992,0.0083384
4,0.014597,0.016829,0.018033,0.018017,0.0043377,0.0089547,0.012074,0.01094,0.0079303,0.018987,0.0086479,0.0084278,0.014912,0.012915,0.012187,0.0071026,0.011011,0.012287,0.0047084,0.0063886,0.012029,0.0091671
5,0.014986,0.018286,0.019117,0.019277,0.0044494,0.0095506,0.01213,0.012149,0.0079135,0.020605,0.0093006,0.0092312,0.015563,0.013541,0.013025,0.0070677,0.01142,0.012789,0.0050683,0.0063457,0.012636,0.0097123
6,0.015346,0.019422,0.019961,0.019748,0.0044305,0.0099042,0.011825,0.013351,0.0076914,0.021487,0.0099784,0.009896,0.016109,0.013822,0.013695,0.0068842,0.011891,0.013176,0.0053268,0.0063773,0.01324,0.010156
7,0.015534,0.020355,0.020615,0.020175,0.0042475,0.010082,0.012432,0.014206,0.0073272,0.022292,0.010555,0.010506,0.016363,0.013839,0.013993,0.0069559,0.012301,0.013395,0.0055241,0.0065422,0.013846,0.010626
8,0.015551,0.021128,0.021094,0.0205,0.0045372,0.010167,0.012843,0.015097,0.0077616,0.023625,0.011111,0.01092,0.016734,0.013645,0.014348,0.0069079,0.012738,0.013563,0.0058838,0.0066277,0.014333,0.011158
9,0.015917,0.022,0.021918,0.02068,0.0051133,0.010385,0.013303,0.01581,0.0084187,0.02477,0.011641,0.011272,0.017164,0.013826,0.014867,0.0066665,0.013126,0.013652,0.0062798,0.0065731,0.014683,0.011624
10,0.016172,0.022606,0.022425,0.02064,0.0054721,0.010688,0.013476,0.016418,0.0089362,0.025674,0.012185,0.011483,0.017568,0.014497,0.015446,0.0064861,0.013537,0.013813,0.0065389,0.0065215,0.01491,0.012031
11,0.016346,0.023202,0.022966,0.020571,0.0057512,0.011127,0.013774,0.01695,0.0093355,0.026627,0.012481,0.011609,0.017943,0.015273,0.015985,0.0061346,0.013929,0.014043,0.006863,0.0064001,0.01533,0.012414
12,0.016675,0.023767,0.023498,0.02059,0.0061596,0.011218,0.014122,0.017313,0.009531,0.027382,0.013453,0.011814,0.018206,0.015928,0.016309,0.0055359,0.015042,0.014338,0.0072765,0.0062153,0.016156,0.013145
13,0.017058,0.024233,0.023606,0.02057,0.0063168,0.01122,0.014277,0.017526,0.0095381,0.027826,0.014255,0.012091,0.018305,0.016264,0.016468,0.0052709,0.015852,0.014564,0.007607,0.006239,0.017046,0.013713
14,0.017392,0.024412,0.023869,0.02037,0.0062295,0.011708,0.014367,0.017573,0.0096466,0.028146,0.014813,0.01254,0.018271,0.016639,0.016534,0.0060933,0.016518,0.0147,0.0075814,0.0070309,0.017873,0.014189
15,0.017928,0.024361,0.023927,0.020128,0.0066836,0.012046,0.01438,0.017673,0.0101,0.028238,0.015081,0.012896,0.018326,0.016819,0.016656,0.0066685,0.017171,0.014774,0.007709,0.0079451,0.018619,0.014798
16,0.018754,0.024195,0.023735,0.019878,0.0073594,0.012638,0.014804,0.017985,0.010191,0.02817,0.015107,0.013053,0.01862,0.016702,0.017003,0.0077739,0.017916,0.01486,0.0077969,0.0087383,0.019068,0.015613
17,0.019515,0.024208,0.023354,0.020323,0.0076866,0.013579,0.015198,0.01878,0.010285,0.028033,0.014923,0.013173,0.018799,0.016615,0.017422,0.0091531,0.018366,0.014894,0.0077794,0.0095466,0.019087,0.016121
18,0.020007,0.024293,0.02301,0.020586,0.007606,0.01436,0.015594,0.019542,0.010923,0.027889,0.014579,0.013463,0.019055,0.016565,0.018046,0.010426,0.018521,0.014924,0.0076439,0.010392,0.019101,0.016265
19,0.020271,0.024253,0.022636,0.02074,0.0073505,0.015008,0.01594,0.020173,0.011421,0.027728,0.014155,0.013527,0.019404,0.016555,0.018446,0.011252,0.018589,0.01495,0.0075209,0.011134,0.019122,0.016176
20,0.020239,0.023972,0.022555,0.02076,0.0069921,0.015444,0.016094,0.020687,0.011765,0.027526,0.014036,0.013778,0.01979,0.016606,0.018752,0.011859,0.018412,0.014954,0.007485,0.011881,0.019116,0.015846
