-2,0.0004787,2.41E-04,0.00028331,0.00028577,0.00039389,0.00062884,0.00039661,0.00036625,0.00029157,0.00034738,0.00028949,0.00063193,0.00033073,0.00030014,0.00045665,0.00044755,0.00043938,1.78E-04,0.00026418,0.00029683,0.00041967,0.00036749,0.0003425,0.00047995,0.00050708,0.0007371,0.00054866,0.00029454,0.00036879,0.00048522,0.00032924,0.00035214,0.00042975,0.00041195,0.00044201,0.00044906,0.00050113,0.00041875,0.00059964,0.00022876,0.0003969,0.00042187,0.00039011,0.00032221,0.00097355,0.001081,0.00096813,0.0014646,0.00044149,0.00069689,0.00079895,0.00065218,0.00048809,0.0010948,0.00071925,0.00088865,0.0012301,0.00089879,0.00085658,0.00056834,0.00079477,0.00070831,0.00047854,0.00057474,0.0010994,0.00069802,,0.00035041,0.00040925,0.00077346,,0.00077346
-1,0.0008822,0.00061096,0.00071336,0.00098067,0.00081889,0.0010951,0.001078,0.00091095,0.0009781,0.00098422,0.00092917,0.0015499,0.0009229,0.00098495,0.0012793,0.00088178,0.0009273,0.00048659,0.0006274,0.00072389,0.0010864,0.00086611,0.0010132,0.0013523,0.001379,0.0019121,0.0016571,0.00088414,0.0012017,0.0012791,0.0011028,0.0011799,0.0013191,0.0011082,0.0012823,0.0015533,0.0013882,0.0010832,0.0014365,0.00066141,0.00086694,0.0012838,0.0011916,0.0011335,0.0015866,0.0013884,0.001388,0.0014828,0.0014518,0.0013752,0.0013233,0.0013156,0.0013222,0.0015544,0.001257,0.0014149,0.0013928,0.0016983,0.0012526,0.0016679,0.0012031,0.0012869,0.0012629,0.0013527,0.0011694,0.0014239,,0.00088974,0.0011862,0.0012966,,0.0012966
0,0.0020671,0.0013706,0.0016279,0.0023872,0.001913,0.002782,0.0026011,0.002128,0.002371,0.0026028,0.0023015,0.0038691,0.0021888,0.0025542,0.003112,0.0023339,0.003049,0.001185,0.0013867,0.0016821,0.002227,0.0022631,0.002531,0.0048234,0.0034506,0.0055905,0.0035305,0.00237,0.0036536,0.0033125,0.0029601,0.0029645,0.0031435,0.0030295,0.0027826,0.0038417,0.0036175,0.0029323,0.0034509,0.0018235,0.0029119,0.0032089,0.0027196,0.003084,0.0034847,0.0032013,0.003745,0.0040834,0.0033436,0.0039505,0.004273,0.004126,0.0046347,0.002968,0.0042159,0.0031574,0.0039656,0.0045498,0.0048108,0.0046495,0.0042307,0.0051657,0.0029855,0.0043271,0.0026678,0.0035374,,0.0022248,0.0031719,0.0036208,,0.0036208
1,0.0035079,0.002025,0.0027285,0.0039214,0.003343,0.0049222,0.0045254,0.0032375,0.0038313,0.0051001,0.0038523,0.0061338,0.003753,0.004343,0.0051908,0.00416,0.0062709,0.0023967,0.0021313,0.0029396,0.003247,0.0037906,0.0040739,0.011268,0.005874,0.015131,0.0062882,0.0040455,0.0057409,0.0053708,0.0050721,0.0059037,0.0053205,0.0053654,0.0046638,0.006792,0.0065945,0.0048801,0.0057069,0.0030452,0.0051695,0.0054258,0.0044309,0.0050935,0.0082121,0.009333,0.013889,0.013787,0.0055993,0.0078983,0.012564,0.0081371,0.0093376,0.00774,0.0060602,0.010052,0.0099794,0.010285,0.012518,0.009197,0.009444,0.011898,0.0054215,0.0084681,0.0070169,0.0071384,,0.0038275,0.0057669,0.0084781,,0.0084781
2,0.0045242,0.0022595,0.0028704,0.0043515,0.0039187,0.0051935,0.0051549,0.0031284,0.0039374,0.005081,0.0040951,0.0066011,0.0041367,0.0049738,0.0058128,0.0045607,0.0071143,0.0020328,0.0021454,0.0031095,0.003077,0.0041859,0.0044322,0.014277,0.0064225,0.018288,0.0067627,0.0047223,0.0056211,0.0062152,0.0056981,0.0063509,0.0059227,0.0062343,0.0051267,0.0067545,0.0077493,0.0052424,0.0060362,0.0035703,0.006232,0.0059235,0.0050916,0.0056675,0.012108,0.012765,0.016488,0.021563,0.0062407,0.0099636,0.016184,0.0094047,0.010547,0.0083011,0.0080863,0.0095462,0.01362,0.013758,0.016628,0.011345,0.011775,0.015413,0.006122,0.010067,0.0087718,0.0092895,,0.0041591,0.0065564,0.010869,,0.010869
3,0.0054616,0.0023768,0.0031138,0.0044739,0.0043321,0.0050116,0.0055637,0.0029217,0.0036898,0.0052626,0.0042211,0.0065421,0.0043666,0.0052833,0.0059926,0.004917,0.0074961,0.0020051,0.0020665,0.0032956,0.0032567,0.0044077,0.0044236,0.015568,0.0068014,0.019607,0.00727,0.0050025,0.0058302,0.0074921,0.0060129,0.0067387,0.0065378,0.0067383,0.005529,0.0069837,0.0084425,0.005618,0.0063697,0.003363,0.0071107,0.0061247,0.0056819,0.0056938,0.013734,0.016113,0.018182,0.025821,0.0067533,0.010925,0.016489,0.01254,0.0116,0.0099668,0.0087762,0.010948,0.01546,0.015785,0.018876,0.012141,0.013647,0.016803,0.0058921,0.010693,0.010817,0.010984,,0.0043164,0.0070214,0.012373,,0.012373
4,0.005597,0.0023869,0.0030898,0.0042661,0.0045512,0.0054416,0.0058167,0.0034131,0.0032661,0.0049093,0.0040854,0.0061938,0.004508,0.0053592,0.0056391,0.0047851,0.007811,0.0018564,0.0017316,0.0033095,0.003471,0.0044089,0.0053535,0.016343,0.0068733,0.020236,0.007672,0.0049606,0.0061365,0.008026,0.0062752,0.0069366,0.0068818,0.0071552,0.0060071,0.0068593,0.0077907,0.0058981,0.0066304,0.003444,0.0073926,0.0063388,0.0058746,0.0052972,0.014493,0.017744,0.017525,0.02644,0.0072182,0.011212,0.016849,0.012999,0.011497,0.010683,0.0092539,0.011603,0.017081,0.017262,0.019161,0.012818,0.015254,0.017327,0.0063363,0.011253,0.010893,0.011948,,0.0043171,0.0072058,0.012931,,0.012931
5,0.0057929,0.002405,0.0029281,0.0038431,0.0045504,0.0057331,0.0059701,0.0037787,0.0030929,0.0050276,0.0039995,0.0062025,0.0044402,0.0051106,0.0055683,0.0046617,0.0076095,0.0016659,0.0013773,0.0031199,0.0035987,0.0043254,0.0062045,0.016918,0.0071929,0.018182,0.0085619,0.0050508,0.0059344,0.0077862,0.0063897,0.0069703,0.0069962,0.0071112,0.0061177,0.0068612,0.007244,0.0058223,0.006771,0.0034014,0.0071192,0.0063293,0.0058977,0.0046785,0.014948,0.018107,0.018318,0.024693,0.0074476,0.0098803,0.012916,0.013942,0.010665,0.012785,0.0081425,0.011673,0.018235,0.018259,0.01859,0.012856,0.015611,0.017162,0.0066928,0.010884,0.01176,0.012332,,0.0042682,0.0072061,0.012644,,0.012644
6,0.0055537,0.0024333,0.0029751,0.0036048,0.0044613,0.0057309,0.0060436,0.0040138,0.0032635,0.0052318,0.0041939,0.0063849,0.0042537,0.0046934,0.0055516,0.0043238,0.0075623,0.0016496,0.0013872,0.0031182,0.0037191,0.0043065,0.0065528,0.016674,0.0070863,0.01699,0.0094277,0.0048531,0.0055534,0.007375,0.0065334,0.0068495,0.0069974,0.0067127,0.0059766,0.0070314,0.0065368,0.0055115,0.0066686,0.0034738,0.0065821,0.0063089,0.0058024,0.0046728,0.014964,0.018519,0.019405,0.024323,0.0073573,0.010099,0.0095197,0.014648,0.0097373,0.012893,0.0088246,0.011231,0.018493,0.018022,0.018644,0.012483,0.015315,0.016501,0.0060985,0.0098935,0.011342,0.012206,,0.004243,0.0070619,0.012448,,0.012448
7,0.0054079,0.0024411,0.0028563,0.0035406,0.0043351,0.0054929,0.0061078,0.004195,0.0033482,0.0055587,0.0042526,0.0064301,0.0041686,0.0042478,0.0053702,0.0043378,0.0077463,0.0015531,0.001458,0.003132,0.0037885,0.0042573,0.0067141,0.016293,0.0067645,0.017197,0.010234,0.0044827,0.0050664,0.0072001,0.0066443,0.0065597,0.0070035,0.0063803,0.0058949,0.0070429,0.0064678,0.0050944,0.0064389,0.0037392,0.0059876,0.0060335,0.0057389,0.0050254,0.014525,0.020058,0.018845,0.022631,0.0072198,0.010094,0.0091526,0.014532,0.0093455,0.014846,0.0094985,0.010627,0.018498,0.017465,0.016563,0.011786,0.014574,0.014777,0.0051452,0.0085705,0.011638,0.011788,,0.0041686,0.0069239,0.011899,,0.011899
