-3,0.00039603,0.00055046,0.00035704,0.00049727,0.00039885,0.00043354,0.00048618,0.00037357,0.00049121,0.00044391,0.00049786,0.000445,0.00041033,0.00046008,0.00051409,0.0003829,0.00040443,0.00037486,0.00044236,0.00049577,0.0005052,0.00043126,0.00048558,0.00043508,0.00048325,0.00044128,0.00054378,0.00050772,0.00049005,0.00053549,0.00039441,0.00056874,0.00033425,0.0004498,0.00030421,0.00052527,0.00047229,0.00043971,0.00043589,0.00046399,0.00047353,0.00050429,0.00037465,0.00052688,0.00043788,0.00036687,0.00049515,0.00039072,0.00052367,0.00069942,0.00044872,0.0004929,0.00054314,0.00038794,0.00045585,0.00044578,0.00056307,0.00064524,0.00048781,0.00045945
-2,0.00038246,0.0005953,0.0003397,0.00053146,0.00039025,0.00042241,0.0005039,0.00036132,0.00051355,0.0004569,0.00051979,0.00044791,0.00038794,0.00047563,0.00056721,0.0003723,0.00043856,0.00037912,0.0004511,0.00054648,0.00052497,0.00042752,0.00050528,0.00043751,0.00047151,0.00047453,0.00056408,0.00055107,0.00050461,0.00056215,0.00037979,0.00069925,0.00031574,0.00044337,0.00029162,0.00053965,0.00047666,0.00043038,0.00044708,0.0004699,0.00050151,0.0005452,0.0003859,0.0005347,0.00042457,0.00037595,0.00056633,0.0003812,0.00055646,0.00080146,0.00046326,0.00050444,0.00062334,0.00039489,0.00045829,0.00045663,0.00059887,0.00069174,0.00052326,0.00046609
-1,0.0003903,0.00067586,0.00034701,0.00060119,0.00040111,0.00045109,0.00054665,0.00037042,0.00055363,0.00048648,0.00057087,0.00047242,0.00038141,0.00050759,0.00064475,0.00038048,0.00049635,0.00040459,0.00047667,0.00062153,0.00056563,0.00044563,0.000545,0.00047049,0.00049049,0.00052365,0.00061438,0.00061085,0.00055659,0.00064224,0.00039636,0.0008837,0.00031598,0.00046733,0.0002988,0.00057429,0.00052743,0.00044221,0.00048039,0.00049914,0.0005485,0.00062709,0.00041237,0.00056025,0.00044791,0.00040421,0.00066165,0.00039465,0.00062394,0.0009546,0.00050164,0.00055364,0.00075019,0.0004176,0.00048034,0.00048149,0.00065441,0.00076762,0.00057248,0.00050253
0,0.00040221,0.00075689,0.00035173,0.0006479,0.00040921,0.00048208,0.00059926,0.00038261,0.0005884,0.00050436,0.00059574,0.00050795,0.00038608,0.00053301,0.00069544,0.00040168,0.00054905,0.00042418,0.00050249,0.00068173,0.00059163,0.000462,0.0005676,0.00049664,0.00051398,0.00055525,0.00064278,0.00065261,0.00060196,0.00069375,0.00040848,0.0010409,0.00031531,0.00049827,0.0003083,0.00060395,0.00056503,0.0004504,0.00050913,0.00051316,0.00057988,0.00068531,0.00043035,0.0005817,0.00046363,0.00042422,0.00072204,0.00040214,0.00067079,0.0010921,0.00052082,0.00057813,0.00088538,0.00043446,0.00049516,0.00050911,0.00068245,0.00086334,0.00060985,0.0005315
1,0.00033997,0.00065003,0.00028721,0.00053353,0.00032653,0.0004238,0.00050921,0.00031729,0.00051919,0.00040456,0.00045545,0.00044414,0.00032726,0.00048804,0.00052505,0.0003539,0.00041269,0.00034957,0.00046587,0.00046912,0.00047987,0.00040208,0.00045383,0.00042576,0.00044798,0.00047781,0.00054489,0.00054724,0.00053675,0.00052518,0.00034017,0.00090337,0.00026182,0.0004369,0.00027018,0.00051966,0.00047665,0.00036777,0.00043603,0.00038952,0.00048565,0.0005895,0.00036246,0.00049237,0.00038266,0.00035336,0.0004972,0.00034035,0.00067914,0.00086831,0.00040749,0.00049207,0.00073045,0.00038384,0.00040538,0.00045113,0.00056607,0.00073686,0.00052304,0.00045648
2,0.00031486,0.00057592,0.00025649,0.00047697,0.00028473,0.00040227,0.00048112,0.00028887,0.00049423,0.00037393,0.000436,0.00042045,0.00029397,0.00046859,0.00044059,0.00034134,0.00036532,0.00031694,0.0004488,0.00043364,0.00044226,0.00037303,0.00041671,0.00040637,0.00041761,0.00044461,0.00048401,0.00049549,0.00049509,0.0004429,0.00032162,0.00084735,0.00024599,0.00042891,0.00025321,0.00047936,0.00043616,0.00032989,0.00040573,0.00034661,0.00044377,0.00052275,0.00033367,0.00046164,0.00035726,0.00033982,0.00042343,0.00032344,0.00065651,0.00076686,0.00038928,0.00045908,0.00065967,0.0003654,0.00037852,0.00042815,0.00053518,0.0006633,0.00049682,0.00043347
3,0.00031362,0.00052883,0.00025007,0.00044479,0.00025921,0.00038691,0.00047226,0.00027221,0.0004686,0.00034861,0.00042194,0.00039556,0.00026881,0.00044734,0.00038392,0.00033589,0.00034346,0.00029327,0.00042714,0.00041274,0.00041253,0.00035692,0.00039049,0.00038798,0.0003912,0.00042175,0.00044757,0.00045582,0.00046674,0.00041078,0.00030127,0.00078501,0.00024176,0.0004193,0.00023931,0.00044506,0.00041577,0.00031286,0.00038948,0.00031767,0.00041996,0.00048044,0.00031089,0.00044059,0.00033554,0.0003251,0.00042781,0.0003039,0.00063609,0.00069762,0.00038118,0.00044046,0.00059217,0.00034999,0.00036898,0.0004075,0.00050345,0.00060302,0.00047948,0.00041101
4,0.00031912,0.00049656,0.00024967,0.00043063,0.0002524,0.00036867,0.00045886,0.00026606,0.00044414,0.00032422,0.00040468,0.0003868,0.00026242,0.00042475,0.00039946,0.00033054,0.0003479,0.00027317,0.0004014,0.00041168,0.00039971,0.00034031,0.00037325,0.0003806,0.0003742,0.00041048,0.00044095,0.00043917,0.00044618,0.00040145,0.00027759,0.00071764,0.00023593,0.00040723,0.00023379,0.000423,0.00039946,0.00031484,0.00037298,0.000306,0.00039807,0.00045519,0.0002991,0.00042063,0.00033115,0.00030931,0.0004266,0.00028282,0.00059461,0.00064819,0.00037138,0.0004215,0.0005357,0.00033836,0.00035875,0.00039201,0.00050084,0.0005854,0.00046036,0.00039079
5,0.00031773,0.00046896,0.00024671,0.00043359,0.0002541,0.00034563,0.00044289,0.00027366,0.00042248,0.00030916,0.00038147,0.00037832,0.00025716,0.00039999,0.00040814,0.00033121,0.00034628,0.00026643,0.00037126,0.00040879,0.00039653,0.0003227,0.0003777,0.00037086,0.00036266,0.00039784,0.00043085,0.00042444,0.00042599,0.00039738,0.00026451,0.00066356,0.00022787,0.00040442,0.00023546,0.00041156,0.00038193,0.00031702,0.00035507,0.00030431,0.00037535,0.00043951,0.00028502,0.00042346,0.0003253,0.00030748,0.00041773,0.00025945,0.00055487,0.00064627,0.00035886,0.00040062,0.00049379,0.00033109,0.00035239,0.00038008,0.0004976,0.00056772,0.00043876,0.00037601
6,0.00031257,0.0004503,0.00025299,0.00044592,0.00026992,0.00032325,0.00043619,0.00027831,0.00041804,0.00031619,0.00036755,0.00037784,0.0002755,0.00037655,0.00041727,0.00034035,0.00034183,0.00027754,0.00034196,0.00041499,0.00039242,0.00031508,0.00039532,0.00036146,0.00035279,0.0003854,0.00042097,0.00041164,0.0004082,0.00039695,0.00028476,0.00061823,0.00024205,0.00040384,0.00023452,0.0004017,0.00038066,0.0003195,0.00034243,0.00030818,0.0003676,0.00043052,0.00028712,0.00042461,0.0003173,0.00031424,0.00040612,0.00025607,0.00053273,0.00067913,0.000364,0.00040761,0.00047839,0.0003241,0.00034583,0.00037044,0.00049871,0.00051889,0.00041947,0.00038137
7,0.00030411,0.0004337,0.0002655,0.00045454,0.00028479,0.00032246,0.00043257,0.00029696,0.00041701,0.00032149,0.00037692,0.00037917,0.00029249,0.00036699,0.00042772,0.00035197,0.00033409,0.00028991,0.00034483,0.00042014,0.00038589,0.00031899,0.00041019,0.00035103,0.0003663,0.00037077,0.0004116,0.00040819,0.00038962,0.00040182,0.00030828,0.00056927,0.00026049,0.00040296,0.00023019,0.0003913,0.00038771,0.0003189,0.00033994,0.00031059,0.00036239,0.00042322,0.00029358,0.00042176,0.00032441,0.0003182,0.00039164,0.00025609,0.00049226,0.00070135,0.00036777,0.00041774,0.00047771,0.00031723,0.00033828,0.00036035,0.00050136,0.0004913,0.00041531,0.00038407
8,0.00030671,0.00041922,0.0002734,0.00046173,0.00029636,0.00032999,0.00042477,0.00030943,0.00041428,0.00032456,0.00038524,0.00037893,0.00030596,0.00036719,0.00044444,0.0003617,0.00034046,0.00029895,0.00034673,0.00042474,0.00037702,0.00033984,0.0004217,0.00034251,0.00037791,0.00035453,0.00040317,0.00040388,0.00037083,0.00040469,0.00032641,0.00050206,0.00027416,0.00040416,0.00023033,0.00038339,0.00038962,0.00031472,0.00034316,0.00031134,0.0003565,0.00041392,0.00029666,0.0004158,0.00033516,0.00031959,0.00037847,0.00026855,0.00045182,0.00073203,0.00036816,0.00042372,0.00047187,0.00031184,0.0003431,0.00034998,0.00048431,0.00047249,0.00041167,0.00038239
9,0.00031031,0.00041192,0.00027676,0.00047714,0.0003052,0.0003355,0.00041257,0.00032256,0.00041028,0.00032524,0.00039218,0.00037886,0.00031668,0.00036762,0.00045708,0.00036849,0.00036344,0.00030513,0.00034636,0.00043177,0.00036587,0.00035414,0.00043076,0.00034952,0.00038512,0.00033809,0.00040391,0.000397,0.00035189,0.00040622,0.00034015,0.00044432,0.00028318,0.00040566,0.00023228,0.00037545,0.00039343,0.00030783,0.00034405,0.00031345,0.0003505,0.00040365,0.00029989,0.00040945,0.00034332,0.00031882,0.00041628,0.00027766,0.00045049,0.00077656,0.00037859,0.0004327,0.00046193,0.0003058,0.00034662,0.00033939,0.00047201,0.00045688,0.0004051,0.00037678
