-3,0.00050519,0.00036855,0.00044276,0.00041024,0.00048545,0.00048112,0.00033607,0.00036674,0.00044313,0.00036293,0.00033216,0.00045204,0.00030765,0.0003763,0.00033792,0.0003558,0.00051438,0.00049712,0.0004431,0.00052834,0.00040404,0.00035402
-2,0.00053629,0.0003474,0.00041717,0.00039193,0.00049821,0.00048631,0.00032105,0.0003378,0.00045501,0.00033441,0.0003124,0.00044239,0.00028765,0.0003565,0.00031425,0.0003409,0.00054335,0.00047331,0.00042277,0.00051207,0.00040045,0.00034125
-1,0.00058074,0.00035635,0.00040646,0.00038716,0.00053191,0.00051131,0.00032483,0.00033469,0.00048264,0.00035447,0.00031862,0.00045432,0.00029201,0.00035777,0.00032994,0.00034718,0.00059006,0.00047929,0.00042194,0.00051137,0.00041404,0.00034738
0,0.00060626,0.0003613,0.00041264,0.00040221,0.0005561,0.00053461,0.00034385,0.00032725,0.00049968,0.00036911,0.00032337,0.00046251,0.00029192,0.00036231,0.00033677,0.00035984,0.00061895,0.00048188,0.00042015,0.00052096,0.00042348,0.00035129
1,0.00055101,0.00028537,0.00034458,0.00037535,0.00048897,0.0004877,0.00029675,0.00028465,0.00041539,0.0003333,0.00026399,0.00038811,0.00023637,0.00030121,0.00026745,0.00033719,0.00054323,0.00037934,0.00033006,0.00042662,0.0003601,0.00033609
2,0.00052281,0.00024829,0.00030555,0.00035132,0.00045201,0.00048006,0.00028804,0.00025762,0.00037932,0.00031686,0.00023579,0.00037216,0.00022381,0.00028453,0.00025469,0.00032112,0.00050228,0.00033978,0.00029327,0.0003971,0.00032492,0.00032137
3,0.00049501,0.00024035,0.00028799,0.00031864,0.0004169,0.00047432,0.00027654,0.00022951,0.00034159,0.00029745,0.00023269,0.00036097,0.00021583,0.00027413,0.00026541,0.00030143,0.00047067,0.00031215,0.00027534,0.00037541,0.00030806,0.0003014
4,0.00046999,0.00022327,0.00028197,0.00028149,0.000389,0.00046518,0.00026337,0.00022321,0.00030777,0.00027589,0.00023948,0.00035209,0.00022304,0.000264,0.00027971,0.00029865,0.00045649,0.0002837,0.00025356,0.00034854,0.00029556,0.00027832
5,0.00044654,0.00022493,0.00027435,0.00028825,0.00037936,0.00045053,0.00024856,0.00023898,0.00030865,0.00026363,0.00024305,0.00034076,0.00024649,0.00029156,0.00028698,0.00029658,0.00044093,0.00029752,0.00026232,0.00032118,0.00029417,0.00025195
6,0.00042677,0.00024025,0.00029038,0.00030665,0.00037419,0.00043407,0.00024026,0.00025859,0.00030903,0.00027924,0.00024489,0.00032957,0.00026381,0.00031143,0.00029025,0.00029367,0.00042663,0.00032533,0.00027239,0.00033992,0.00030646,0.00026457
